Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F)
9/5/1999,0,60.5,75.9,91.3
9/6/1999,0,70.8,78.2,85.6
9/7/1999,0.6,71.5,77.8,84
9/8/1999,0.02,71.8,78.6,85.4
9/9/1999,0.79,70.7,75.1,79.5
9/10/1999,0,70,76.3,82.7
9/11/1999,5.3,62,67.6,73.2
9/12/1999,0,48.8,64.3,79.7
9/13/1999,0,49.3,64.7,80.1
9/14/1999,0,51,65,79
9/15/1999,0,57.9,66.6,75.3
9/16/1999,0.81,62.3,69.2,76.1
9/17/1999,3.54,55.1,64.8,74.6
9/18/1999,0.69,50.5,56.9,63.2
9/19/1999,0,38.9,56.6,74.2
9/20/1999,0,39.7,57.7,75.7
9/21/1999,0,45.9,59.8,73.6
9/22/1999,0.12,57.1,64.3,71.4
9/23/1999,0,45.7,54.7,63.7
9/24/1999,0,49.1,60.8,72.5
9/25/1999,0,52.8,65.2,77.5
9/26/1999,0.08,42.3,58,73.7
9/27/1999,0,41.6,56.6,71.6
9/28/1999,0,44.5,58.5,72.5
9/29/1999,0,54.5,63.7,72.9
9/30/1999,0,60.8,66.7,72.7
10/1/1999,0.58,39.3,54.2,69
10/2/1999,0,39.7,55.2,70.6
10/3/1999,0,43.3,57.3,71.4
10/4/1999,0,52.3,62.6,72.8
10/5/1999,0.88,40.7,48.2,55.7
10/6/1999,0,32.4,41.5,50.7
10/7/1999,0,28,45.2,62.3
10/8/1999,0,27.3,40.7,54.1
10/9/1999,0.04,29.6,44.9,60.2
10/10/1999,0,49,56.2,63.3
10/11/1999,0.43,51.3,58,64.7
10/12/1999,0,34.9,50.7,66.6
10/13/1999,0,36.6,50.3,64.1
10/14/1999,0.67,44.5,57.5,70.5
10/15/1999,0.03,28.3,42.8,57.4
10/16/1999,0,29.1,45,60.9
10/17/1999,0,41.6,56.6,71.6
10/18/1999,1.12,48.8,62.2,75.6
10/19/1999,0.01,28.3,41.9,55.6
10/20/1999,0.09,31.2,43.2,55.2
10/21/1999,0.72,38.1,46.3,54.5
10/22/1999,0,33,45.7,58.4
10/23/1999,0.32,39.9,49.5,59.2
10/24/1999,0,35,46.1,57.2
10/25/1999,0,30.5,45.4,60.3
10/26/1999,0,34.3,44.8,55.4
10/27/1999,0,35.5,51.2,66.9
10/28/1999,0,29.9,44.7,59.6
10/29/1999,0,32.3,43.7,55.2
10/30/1999,0,32.7,50.9,69.1
10/31/1999,0,34.8,49,63.3
11/1/1999,0,40,56.6,73.1
11/2/1999,0,38.3,53.1,68
11/3/1999,1.41,47.3,57.9,68.4
11/4/1999,0,35.3,50,64.8
11/5/1999,0,30.6,41.4,52.1
11/6/1999,0,37.2,50.3,63.4
11/7/1999,0,39.5,51.3,63.2
11/8/1999,0,26.9,37.1,47.2
11/9/1999,0,26.1,35.1,44.1
11/10/1999,0,36.3,46.8,57.2
11/11/1999,0.12,37.2,54.8,72.5
11/12/1999,0,22.8,33.3,43.8
11/13/1999,0.05,26.6,36.9,47.1
11/14/1999,0,31,43,55.1
11/15/1999,0.03,33.6,44.6,55.7
11/16/1999,0,30,37.9,45.7
11/17/1999,0,29.8,34.5,39.2
11/18/1999,0,25.2,34.1,43
11/19/1999,0,30.4,41.1,51.7
11/20/1999,0,35.1,48.1,61.1
11/21/1999,0.3,36.9,52.6,68.3
11/22/1999,0,37,49.6,62.1
11/23/1999,0,44.7,55.2,65.7
11/24/1999,0.01,49,59.2,69.3
11/25/1999,0,53.6,60.2,66.8
11/26/1999,0.43,45.1,49.9,54.7
11/27/1999,0.05,46.7,54.3,62
11/28/1999,0.5,32.6,47.1,61.6
11/29/1999,0,32.7,41.6,50.5
11/30/1999,0,26.1,36.2,46.3
12/1/1999,0,20.8,29.9,39.1
12/2/1999,0,16.5,25.9,35.3
12/3/1999,0,20.6,34.2,47.7
12/4/1999,0,35.2,43.3,51.5
12/5/1999,0.02,31.5,42.1,52.7
12/6/1999,0,32.1,47.5,63
12/7/1999,1.34,49.6,53.7,57.7
12/8/1999,0.17,29.9,40.5,51
12/9/1999,0,22.5,37.1,51.6
12/10/1999,0,24.3,35.8,47.3
12/11/1999,0.08,28.8,42.2,55.6
12/12/1999,0,30,34.7,39.5
12/13/1999,0,21.6,34,46.4
12/14/1999,0.12,23.6,37.4,51.1
12/15/1999,0.44,35.8,39.7,43.7
12/16/1999,0.2,39.3,42.8,46.3
12/17/1999,0,30.4,39.7,49
12/18/1999,0,24.3,34.3,44.4
12/19/1999,0,16.2,27.8,39.4
12/20/1999,0,16.3,27.6,39
12/21/1999,0.21,19.6,38.5,57.4
12/22/1999,0,32.5,40.9,49.3
12/23/1999,0,17.5,27.5,37.4
12/24/1999,0,17.2,27.8,38.4
12/25/1999,0,7.9,19.1,30.3
12/26/1999,0,9.7,18.2,26.7
12/27/1999,0,24,32.7,41.3
12/28/1999,0,10.3,21.3,32.4
12/29/1999,0,12.5,20.2,28
12/30/1999,0,22.5,30.2,37.8
12/31/1999,0,26.6,38.1,49.6
1/1/2000,0,16.7,25.8,35
1/2/2000,0,18.9,34.1,49.4
1/3/2000,0.02,33.7,45.2,56.7
1/4/2000,0.12,40,52.2,64.4
1/5/2000,1.17,34.1,47.5,61
1/6/2000,0,14,25.8,37.6
1/7/2000,0,15.1,25.9,36.8
1/8/2000,0,24.3,35.4,46.5
1/9/2000,0,26,32.7,39.3
1/10/2000,0.03,31.7,42.4,53.1
1/11/2000,0.87,37.8,46.2,54.6
1/12/2000,0.03,36.9,45.9,54.8
1/13/2000,0,27.8,35.7,43.6
1/14/2000,0.63,5.1,17.4,29.7
1/15/2000,0,-1.9,7.6,17.1
1/16/2000,0,0.9,11.7,22.4
1/17/2000,0,0.5,21.1,41.7
1/18/2000,0,-1.9,6.4,14.6
1/19/2000,0,-2.2,10.8,23.7
1/20/2000,0,-1.9,11.7,25.2
1/21/2000,0.14,4,12.6,21.2
1/22/2000,0,-1.3,9.5,20.3
1/23/2000,0,-6,4.7,15.4
1/24/2000,0,-1.9,9.9,21.8
1/25/2000,0.02,16.4,27.5,38.5
1/26/2000,0.8,23.6,28.3,33
1/27/2000,0,11.2,22,32.8
1/28/2000,0,0.3,12.6,24.8
1/29/2000,0,1.5,12.5,23.5
1/30/2000,0,4.4,21.8,39.1
1/31/2000,0.12,6,27.4,48.8
2/1/2000,0,23.3,31.1,38.9
2/2/2000,0,17.4,28.6,39.8
2/3/2000,0,11.5,19.7,27.8
2/4/2000,0.01,16.2,25,33.7
2/5/2000,0,17.6,25.3,33.1
2/6/2000,0,17.7,27.9,38
2/7/2000,0,19.3,27.7,36.1
2/8/2000,0,7.9,26,44.1
2/9/2000,0,10,21.8,33.6
2/10/2000,0,24,35.7,47.3
2/11/2000,0.03,27.3,37.4,47.4
2/12/2000,0.03,19,31,43.1
2/13/2000,0,9.5,22.6,35.7
2/14/2000,0.68,11.3,25.4,39.5
2/15/2000,0.63,29.9,42.1,54.2
2/16/2000,0,21.8,32.1,42.4
2/17/2000,0,21.7,35.1,48.4
2/18/2000,0,12.2,22.3,32.5
2/19/2000,0.86,21.6,27.2,32.8
2/20/2000,0.15,24,29.1,34.3
2/21/2000,0,19.4,31.3,43.2
2/22/2000,0,13.9,28.8,43.8
2/23/2000,0,16.6,33.2,49.7
2/24/2000,0,29.2,41.5,53.8
2/25/2000,0.03,39.8,51.6,63.3
2/26/2000,0.57,33.9,38.3,42.7
2/27/2000,0.1,35,38.1,41.2
2/28/2000,0.05,38.2,50.3,62.3
2/29/2000,0.17,34.8,44.5,54.3
3/1/2000,0,34.5,43.5,52.4
3/2/2000,0.01,35.9,44.1,52.2
3/3/2000,0,30.8,39.4,47.9
3/4/2000,0,30.7,39.1,47.5
3/5/2000,0,31.2,42.8,54.3
3/6/2000,0,22.8,36.8,50.8
3/7/2000,0,21.9,37,52.1
3/8/2000,0,28,46.2,64.4
3/9/2000,0,36.1,48.4,60.6
3/10/2000,0,42.4,59,75.6
3/11/2000,0,34.7,42.4,50.1
3/12/2000,1.16,34.9,37.9,40.9
3/13/2000,0.18,27.9,35.4,43
3/14/2000,0,19.7,32,44.2
3/15/2000,0,25.7,40,54.3
3/16/2000,0,35.3,49.7,64.2
3/17/2000,1.14,33.4,52.4,71.5
3/18/2000,0.33,13.1,23.8,34.6
3/19/2000,0,17.1,26.9,36.7
3/20/2000,0,24.7,34.3,43.9
3/21/2000,0,32.1,38.7,45.2
3/22/2000,0.01,34.9,37.8,40.7
3/23/2000,0,28.8,39.5,50.1
3/24/2000,0,31.2,48.2,65.1
3/25/2000,0,28.8,47.8,66.9
3/26/2000,0.01,35,50.6,66.2
3/27/2000,0,30.7,48.1,65.5
3/28/2000,1.08,37.8,50.4,63
3/29/2000,0.61,43.3,50.5,57.8
3/30/2000,0,39.6,48.7,57.7
3/31/2000,0,29.5,41.2,52.9
4/1/2000,0,29.3,43.8,58.3
4/2/2000,0,38.1,51.1,64.2
4/3/2000,0,44.9,57.1,69.2
4/4/2000,0.14,46.3,51.6,56.8
4/5/2000,0.44,38.9,51.7,64.6
4/6/2000,0,31.3,40,48.6
4/7/2000,0.04,34.1,48.1,62.1
4/8/2000,0,44.5,53.8,63.1
4/9/2000,0.79,53.7,64.6,75.5
4/10/2000,0.2,32.8,47,61.2
4/11/2000,0,27.2,40.4,53.5
4/12/2000,0.02,30.4,39.9,49.4
4/13/2000,0,27.7,39.2,50.8
4/14/2000,0,29.5,41.8,54
4/15/2000,0,44.2,51.3,58.3
4/16/2000,0.17,47.1,58.7,70.4
4/17/2000,0.09,38.9,55.1,71.3
4/18/2000,0.05,39.1,44.2,49.3
4/19/2000,0.54,39.5,42.7,45.9
4/20/2000,0.09,39.2,41.9,44.7
4/21/2000,0.03,42.3,51.7,61.2
4/22/2000,2.36,40.7,44.1,47.6
4/23/2000,0.59,39.9,43.8,47.8
4/24/2000,0.19,39.8,43.8,47.8
4/25/2000,0,33.8,43.4,53
4/26/2000,0.18,33.8,44,54.2
4/27/2000,0.49,33.9,36.3,38.8
4/28/2000,0,36.9,43.8,50.7
4/29/2000,0,31.9,42.9,53.8
4/30/2000,0,37.1,50.1,63.1
5/1/2000,0,30.9,46.3,61.7
5/2/2000,0.06,39.3,52.7,66.1
5/3/2000,0.01,32.2,48.9,65.5
5/4/2000,0,35.3,51.7,68.1
5/5/2000,0,47,59.1,71.3
5/6/2000,0.01,56.8,69.3,81.8
5/7/2000,0,51.8,63.8,75.9
5/8/2000,0.09,56.3,74.8,93.3
5/9/2000,0.03,58.6,74.9,91.3
5/10/2000,0,45.7,70,94.2
5/11/2000,0.85,43.1,47.2,51.3
5/12/2000,0,40.7,55.6,70.5
5/13/2000,0,44.6,57,69.4
5/14/2000,0.46,50.6,54.7,58.8
5/15/2000,0,43.9,59.8,75.8
5/16/2000,0,35.6,50.2,64.8
5/17/2000,0,42.1,55.8,69.4
5/18/2000,0,50.6,62,73.4
5/19/2000,0.31,44.1,57.5,70.9
5/20/2000,0.55,43,47.2,51.3
5/21/2000,0,47.5,54.3,61.1
5/22/2000,0,47.9,53.1,58.2
5/23/2000,0.31,46.6,53.5,60.4
5/24/2000,0.34,48.3,58.8,69.4
5/25/2000,0.48,53.3,61.8,70.2
5/26/2000,0.08,52,62.5,73
5/27/2000,0,49.7,60.9,72.1
5/28/2000,0,48,60.9,73.8
5/29/2000,0.02,44,54.3,64.5
5/30/2000,0,40.3,51.3,62.3
5/31/2000,0,43.1,55.1,67.2
6/1/2000,0,49.1,58.4,67.7
6/2/2000,0,55.4,72,88.7
6/3/2000,0.66,56.7,73.1,89.5
6/4/2000,0,46.1,60.4,74.7
6/5/2000,0,50,62.8,75.6
6/6/2000,0,46,56.4,66.7
6/7/2000,2.85,44.8,50.7,56.6
6/8/2000,0.11,47.1,59,70.9
6/9/2000,0,62.7,69,75.3
6/10/2000,0,55.1,67.8,80.6
6/11/2000,0,53,72.4,91.9
6/12/2000,0.66,50.6,63.6,76.6
6/13/2000,0.01,47.3,51.5,55.7
6/14/2000,0.17,48.3,57.4,66.5
6/15/2000,0,52.9,59.3,65.7
6/16/2000,0,57.9,62.5,67.1
6/17/2000,0,65.4,75.7,86
6/18/2000,0.07,55.5,72.8,90.1
6/19/2000,0.32,58.5,67.1,75.7
6/20/2000,0,52.4,62.6,72.8
6/21/2000,0,55.5,69,82.5
6/22/2000,0,61.3,72,82.7
6/23/2000,0.2,60.9,72.9,84.9
6/24/2000,0,54.5,68.2,81.8
6/25/2000,0,58.5,71.4,84.3
6/26/2000,0,65.7,76.3,86.9
6/27/2000,0,70.7,78.3,85.8
6/28/2000,0.73,60.2,75,89.8
6/29/2000,0.07,62,73.2,84.4
6/30/2000,0,61.5,68.6,75.6
7/1/2000,0,54,66.4,78.7
7/2/2000,0,56.9,70.4,83.9
7/3/2000,0,61.9,75.1,88.2
7/4/2000,0,66,76.5,86.9
7/5/2000,0,62,72.8,83.6
7/6/2000,0,49.1,66.3,83.6
7/7/2000,0,53,65.8,78.6
7/8/2000,0,51.7,64.1,76.5
7/9/2000,0,50.5,63.7,76.9
7/10/2000,0.06,61.5,72.9,84.4
7/11/2000,0,58.4,72.2,86
7/12/2000,0,54,68.3,82.5
7/13/2000,0,52.6,67.6,82.6
7/14/2000,0,57.2,71.9,86.5
7/15/2000,0,64.4,73.6,82.7
7/16/2000,0.61,66.2,72,77.8
7/17/2000,0,59.8,72,84.3
7/18/2000,0,60.6,69.8,79
7/19/2000,0.46,54.8,70,85.3
7/20/2000,0,54.6,62,69.5
7/21/2000,0,50.9,62.6,74.3
7/22/2000,0.33,57,68.7,80.3
7/23/2000,0,53.8,67.3,80.8
7/24/2000,0,55.2,67.8,80.4
7/25/2000,0,57.9,69.9,81.9
7/26/2000,0,62,67.2,72.4
7/27/2000,0.95,60.8,63.6,66.5
7/28/2000,0.54,60.7,63.4,66.1
7/29/2000,0.01,57.9,65.7,73.5
7/30/2000,0,62.4,69.9,77.3
7/31/2000,0.44,64.5,70.5,76.6
8/1/2000,0.21,62.6,64.7,66.8
8/2/2000,0.03,62.9,66.3,69.6
8/3/2000,0,65.1,74.6,84.1
8/4/2000,0.2,65.2,73.9,82.5
8/5/2000,0,57.4,69.9,82.3
8/6/2000,0,54.4,68.3,82.2
8/7/2000,0,59.8,70.2,80.7
8/8/2000,0,70.3,79,87.8
8/9/2000,0,66.7,76.8,86.9
8/10/2000,0.39,68.5,78,87.5
8/11/2000,0,59.3,72.3,85.4
8/12/2000,0,60.6,71.5,82.5
8/13/2000,0,58.9,66.5,74
8/14/2000,0.69,60.9,66.2,71.4
8/15/2000,0.08,61.8,64.3,66.8
8/16/2000,0,63.5,69,74.4
8/17/2000,0.18,52.1,65.9,79.8
8/18/2000,0,45.5,60,74.5
8/19/2000,0.26,49.7,60.8,71.9
8/20/2000,0,50.7,63.7,76.7
8/21/2000,0,45,58.4,71.8
8/22/2000,0,46.8,61.2,75.5
8/23/2000,0,50.1,64.2,78.4
8/24/2000,0.38,56.5,65.5,74.6
8/25/2000,0,53.6,67.6,81.6
8/26/2000,0,54.3,68.3,82.3
8/27/2000,0,54.8,69.9,85.1
8/28/2000,0,60,72.3,84.5
8/29/2000,0,50.7,64.7,78.7
8/30/2000,0,50.5,65.1,79.7
8/31/2000,0,55,67.2,79.4
9/1/2000,0,69.7,78.5,87.3
9/2/2000,0.09,70.8,79.1,87.5
9/3/2000,0.09,60.8,68.8,76.8
9/4/2000,0,62,69.5,77.1
9/5/2000,0,45,61.6,78.2
9/6/2000,0,42,55,68
9/7/2000,0,40.2,54.9,69.7
9/8/2000,0,44.6,60.3,76
9/9/2000,0,54.7,67.1,79.5
9/10/2000,0,54.2,68.9,83.6
9/11/2000,0,53.7,66.7,79.8
9/12/2000,0,59.5,69.4,79.4
9/13/2000,0.18,63,72.7,82.4
9/14/2000,0,45.9,63.2,80.5
9/15/2000,0.2,48.4,63,77.6
9/16/2000,1.24,45.4,57.7,70
9/17/2000,0,42.7,52.1,61.5
9/18/2000,0,44.3,56.9,69.6
9/19/2000,0,51.7,65,78.4
9/20/2000,1.26,57.6,67.2,76.8
9/21/2000,0.01,61,72.2,83.4
9/22/2000,0,44.9,60.2,75.5
9/23/2000,0,44.1,56.8,69.5
9/24/2000,0,45.8,58.1,70.4
9/25/2000,0,40.6,57.6,74.7
9/26/2000,0.29,42.8,53.1,63.3
9/27/2000,0.29,39.3,46.9,54.4
9/28/2000,0,40.5,54.8,69.1
9/29/2000,0,29.4,45.7,62
9/30/2000,0,29.7,44.3,58.8
10/1/2000,0,34.7,50.4,66.2
10/2/2000,0,45.1,59,73
10/3/2000,0,45.3,58.3,71.2
10/4/2000,0,45.4,62.6,79.8
10/5/2000,0.1,46.4,60.3,74.1
10/6/2000,0.36,50.1,53.5,56.9
10/7/2000,0.05,40.1,48.8,57.5
10/8/2000,0,33.4,48.4,63.4
10/9/2000,0,34.2,45.3,56.5
10/10/2000,0,30.8,37.7,44.6
10/11/2000,0.01,33.7,41.7,49.7
10/12/2000,0,33.3,49.8,66.3
10/13/2000,0,37,53.7,70.4
10/14/2000,0,46.6,60.6,74.6
10/15/2000,0,49.9,65.7,81.5
10/16/2000,0,48.5,61.4,74.2
10/17/2000,0.31,40.8,46.2,51.6
10/18/2000,0,42.4,47.8,53.2
10/19/2000,0.91,45.8,52.3,58.8
10/20/2000,0,33.6,48.2,62.9
10/21/2000,0,35.8,51.9,68.1
10/22/2000,0,41.8,58.5,75.3
10/23/2000,0,30.1,45.1,60.1
10/24/2000,0,32.4,46.5,60.7
10/25/2000,0,38.2,54.2,70.3
10/26/2000,0,39.5,55.1,70.7
10/27/2000,0,42.5,59.2,75.9
10/28/2000,0,47,56.8,66.6
10/29/2000,0,30.9,43.6,56.2
10/30/2000,0,32.8,36.6,40.5
10/31/2000,0.64,34.8,39.8,44.8
11/1/2000,0.2,39.4,42.1,44.8
11/2/2000,0,36.7,46.8,57
11/3/2000,0,40.4,52.7,65
11/4/2000,0,37.7,50.8,63.9
11/5/2000,0,40.5,53.1,65.7
11/6/2000,0.16,35.4,42.3,49.2
11/7/2000,0,33.7,43.8,53.9
11/8/2000,0,36.6,48.8,61.1
11/9/2000,0,34.7,46.8,59
11/10/2000,0.38,38.7,46.7,54.6
11/11/2000,1.53,45.8,48.3,50.8
11/12/2000,0.06,44.4,48.5,52.7
11/13/2000,0,40,49.4,58.7
11/14/2000,0.02,43,45.4,47.8
11/15/2000,0.66,35.2,43,50.8
11/16/2000,0,35.3,41.4,47.5
11/17/2000,0,38.9,44.2,49.5
11/18/2000,0,27.3,41.7,56.2
11/19/2000,0,29.1,37.8,46.5
11/20/2000,0,19,32.5,46
11/21/2000,0,23.6,35.4,47.2
11/22/2000,0,23.7,33.9,44.1
11/23/2000,0,21.1,29.6,38
11/24/2000,0,12.9,24.5,36.1
11/25/2000,0,9.3,21,32.8
11/26/2000,0,12,23.9,35.8
11/27/2000,1.08,27.8,37.9,47.9
11/28/2000,0,38,44.9,51.7
11/29/2000,0,32,42,52.1
11/30/2000,0.25,31.7,41,50.3
12/1/2000,0.01,27.3,33.5,39.7
12/2/2000,0,21.7,30.9,40.2
12/3/2000,0,10.4,21.7,33.1
12/4/2000,0,10.7,23.6,36.4
12/5/2000,0,14,31.1,48.2
12/6/2000,0,22.6,36,49.3
12/7/2000,0,13.3,22.8,32.3
12/8/2000,0,16.9,25.6,34.3
12/9/2000,0.14,10.1,16.1,22
12/10/2000,0,4,18,32
12/11/2000,0.04,5.3,20.9,36.6
12/12/2000,0.08,32.7,42.3,52
12/13/2000,0,12.5,33.2,53.8
12/14/2000,0.26,14.1,22.9,31.7
12/15/2000,0.09,20.9,28.7,36.5
12/16/2000,0,17.5,26.9,36.3
12/17/2000,1.11,26.7,42,57.2
12/18/2000,1.68,30.3,46.4,62.4
12/19/2000,0,22.2,30.5,38.7
12/20/2000,0.51,23.1,31.3,39.5
12/21/2000,0,12.8,22.8,32.8
12/22/2000,0.01,15,26.4,37.8
12/23/2000,0.02,11.3,22.2,33.2
12/24/2000,0,10.9,21,31
12/25/2000,0,12.7,23.8,34.9
12/26/2000,0,3.5,12.9,22.3
12/27/2000,0,5.4,16.5,27.5
12/28/2000,0,15.7,25.7,35.7
12/29/2000,0,8.3,16.4,24.4
12/30/2000,0,9.9,22.5,35.2
12/31/2000,0.79,19,26.6,34.2
1/1/2001,0,17.4,24.3,31.3
1/2/2001,0,5.2,20.1,35.1
1/3/2001,0,5.8,18.4,31
1/4/2001,0,9.6,22.6,35.6
1/5/2001,0,9.6,22.6,35.6
1/6/2001,0.22,10.5,22.9,35.3
1/7/2001,0,17.5,27.4,37.3
1/8/2001,0,16,27.5,39
1/9/2001,0.25,18.4,28.7,39.1
1/10/2001,0.18,10.9,21.6,32.4
1/11/2001,0,8.5,18.7,28.9
1/12/2001,0,14,27.2,40.4
1/13/2001,0,2.7,19.1,35.6
1/14/2001,0,5.4,22.6,39.7
1/15/2001,0,18.9,31.5,44.1
1/16/2001,0.45,24.7,30.7,36.7
1/17/2001,0,24.6,33.5,42.4
1/18/2001,0,11.8,27.1,42.3
1/19/2001,0,13.1,22.9,32.7
1/20/2001,0.48,29.9,33.6,37.3
1/21/2001,0.32,18.2,25,31.8
1/22/2001,0.29,1.4,16.6,31.8
1/23/2001,0,1.6,19.9,38.1
1/24/2001,0,2.2,21.4,40.5
1/25/2001,0,12.8,27.4,42
1/26/2001,0,8.2,25,41.8
1/27/2001,0,10.4,24.1,37.9
1/28/2001,0,22,30.8,39.6
1/29/2001,0,9.4,24.1,38.7
1/30/2001,0,11.1,24.8,38.6
1/31/2001,0.51,29,35.5,42
2/1/2001,0.02,24.8,36.4,48
2/2/2001,0,21.5,34.5,47.5
2/3/2001,0,20.1,30.3,40.4
2/4/2001,0,9,22.5,36.1
2/5/2001,0,10.8,22.1,33.5
2/6/2001,1.61,22.7,30.2,37.6
2/7/2001,0,27.6,35.6,43.6
2/8/2001,0,18.3,31.1,44
2/9/2001,0.1,20.6,30.3,40.1
2/10/2001,0.11,32.6,41.2,49.8
2/11/2001,0,15.1,32.6,50.1
2/12/2001,0,2.8,14.9,27.1
2/13/2001,0,5,19,33
2/14/2001,0,17,32.5,48
2/15/2001,0.05,19.3,32.4,45.4
2/16/2001,0,17.8,30.1,42.5
2/17/2001,0.2,20.4,30.1,39.7
2/18/2001,0,10.8,24.2,37.6
2/19/2001,0,8.5,20.6,32.7
2/20/2001,0,11.6,26,40.3
2/21/2001,0,30,42.4,54.7
2/22/2001,0,7.2,24.2,41.1
2/23/2001,0.14,8.7,16.2,23.7
2/24/2001,0,18,29.8,41.6
2/25/2001,0,19.7,27.7,35.8
2/26/2001,0.44,25.3,36.4,47.5
2/27/2001,0,25.3,35.5,45.7
2/28/2001,0,22.3,34.1,46
3/1/2001,0,14.4,24.1,33.8
3/2/2001,0,17.5,25.2,32.9
3/3/2001,0.05,19.9,25.9,31.9
3/4/2001,0,20.9,27.1,33.4
3/5/2001,0.2,22.8,28.4,34.1
3/6/2001,1.84,21.5,27.6,33.8
3/7/2001,0.38,25.2,29.9,34.6
3/8/2001,0,11.6,22.5,33.4
3/9/2001,0,14.3,29.3,44.3
3/10/2001,0.48,26.9,34,41.2
3/11/2001,0,22.1,33.2,44.3
3/12/2001,0,25,33.8,42.6
3/13/2001,0.61,27.5,38.2,48.9
3/14/2001,0.22,26.8,33.4,40
3/15/2001,0,29.1,37.3,45.5
3/16/2001,0,26.9,39.1,51.3
3/17/2001,0,29.9,42,54
3/18/2001,0.14,32.8,43.1,53.4
3/19/2001,0,29.7,38.5,47.4
3/20/2001,0,24.9,38.6,52.3
3/21/2001,0,27,41.9,56.8
3/22/2001,2.45,31.8,40.8,49.9
3/23/2001,0.88,33.1,38.9,44.8
3/24/2001,0,36.6,40.6,44.6
3/25/2001,0,28.2,39.6,51
3/26/2001,0,23.4,34.3,45.3
3/27/2001,0.49,19.4,30.7,41.9
3/28/2001,0,20.8,30.3,39.8
3/29/2001,0,22.8,34.6,46.5
3/30/2001,0.53,29,39.1,49.2
3/31/2001,1.89,33.1,36.4,39.7
4/1/2001,0,32.9,38.6,44.3
4/2/2001,0,27,33.1,39.2
4/3/2001,0,26.5,36.3,46
4/4/2001,0,26.7,38.2,49.6
4/5/2001,0,28.4,42.2,55.9
4/6/2001,0,29.4,44.8,60.2
4/7/2001,0.24,34.6,46.9,59.1
4/8/2001,1.15,33.9,42.8,51.7
4/9/2001,0.25,34.1,38.5,42.9
4/10/2001,0.04,41.1,56.6,72.2
4/11/2001,0,34.8,49.2,63.7
4/12/2001,0.09,38.4,48,57.5
4/13/2001,0.27,40.9,45.7,50.5
4/14/2001,0,37.7,51.6,65.5
4/15/2001,0,30.1,46.2,62.4
4/16/2001,0,32.9,48.5,64
4/17/2001,0,31.8,46,60.1
4/18/2001,0.17,28.5,42.9,57.4
4/19/2001,0.02,25.6,40.1,54.5
4/20/2001,0,29,41.8,54.6
4/21/2001,0,46.9,57.2,67.4
4/22/2001,0,48.9,58.4,67.9
4/23/2001,0,49.6,68.1,86.5
4/24/2001,0,51.1,64.7,78.3
4/25/2001,0,45.4,66.6,87.8
4/26/2001,0,34,45.4,56.8
4/27/2001,0,33.7,47.4,61
4/28/2001,0,38.7,54.8,70.8
4/29/2001,0,29.2,45.3,61.4
4/30/2001,0,32.3,48.3,64.3
5/1/2001,0,48.2,62.3,76.4
5/2/2001,0,48.3,68.2,88.2
5/3/2001,0,53,73.2,93.5
5/4/2001,0,58.1,75.4,92.7
5/5/2001,0,60.3,75.9,91.6
5/6/2001,0,39.7,56,72.3
5/7/2001,0,26.2,43.3,60.4
5/8/2001,0,31.4,50.9,70.3
5/9/2001,0,40,57.6,75.1
5/10/2001,0,41.6,60.5,79.4
5/11/2001,0,45.9,65.1,84.2
5/12/2001,0,51.9,70.1,88.3
5/13/2001,0,51,70.9,90.7
5/14/2001,0,38.2,51.3,64.4
5/15/2001,0.04,42.4,55.6,68.7
5/16/2001,0.1,46.8,53.6,60.3
5/17/2001,0.05,47.7,49.7,51.7
5/18/2001,0,47.8,55.2,62.5
5/19/2001,0,50.5,55.6,60.8
5/20/2001,0,49.5,63.6,77.6
5/21/2001,0,49.1,60.4,71.8
5/22/2001,0.18,50.6,60.3,70.1
5/23/2001,0.4,51.8,54.4,56.9
5/24/2001,0.53,50.1,57.4,64.7
5/25/2001,0.35,49.8,57.6,65.4
5/26/2001,0,47.9,58.6,69.4
5/27/2001,0.79,53.6,64.6,75.7
5/28/2001,0.1,56.5,62.7,69
5/29/2001,0.06,48.1,60.2,72.3
5/30/2001,0.06,43.5,58.2,72.9
5/31/2001,0,39.1,51.3,63.5
6/1/2001,0,39.3,53.3,67.4
6/2/2001,0.25,53.6,63.4,73.3
6/3/2001,1.12,52.2,60.5,68.8
6/4/2001,0.72,51.7,63,74.3
6/5/2001,0,51.9,63.6,75.3
6/6/2001,0,54.3,65,75.7
6/7/2001,0,46.5,58.5,70.5
6/8/2001,0,48.3,63.9,79.5
6/9/2001,0,47.1,64.4,81.6
6/10/2001,0,50.9,65.8,80.8
6/11/2001,0,55.3,69.9,84.5
6/12/2001,1.04,61.5,70.5,79.5
6/13/2001,0,59.2,67.4,75.6
6/14/2001,0,56.6,70.9,85.3
6/15/2001,0,63.3,76.7,90
6/16/2001,0,68.5,80.3,92.1
6/17/2001,0,71,79.7,88.5
6/18/2001,4.59,61,69.4,77.7
6/19/2001,0,60,72.2,84.4
6/20/2001,0,63,75.8,88.5
6/21/2001,0.06,63.7,77.5,91.4
6/22/2001,0,61.5,67.5,73.5
6/23/2001,0.14,63.6,71.6,79.6
6/24/2001,0,69.9,76.7,83.5
6/25/2001,0.03,64.4,72.9,81.4
6/26/2001,0,61,73.5,85.9
6/27/2001,0,63.2,77.2,91.1
